ID;LatePayment;Age;Education;Income;Prop_Income
1731;0;38;2;28,6;6,48
1732;0;24;1;28,1;6,49
1733;0;30;1;43;6,49
1734;0;33;2;50,3;6,49
1735;0;35;1;51,9;6,49
1736;0;38;2;34,6;6,49
1737;0;42;2;91;6,49
1738;0;52;1;81,5;6,49
1739;0;24;1;17,6;6,5
1740;0;29;1;25,6;6,5
1741;1;36;2;51,7;6,5
1742;0;37;1;32,9;6,5
1743;0;32;2;67,1;6,52
1744;0;37;2;65,1;6,52
1745;0;41;2;33,1;6,52
1746;1;22;2;13,8;6,53
1747;0;44;1;121,7;6,53
1748;1;24;2;18,9;6,54
1749;0;38;1;40,6;6,54
1750;0;49;1;32;6,54
1751;0;25;1;13,9;6,55
1752;1;42;1;20,7;6,56
1753;1;48;2;334,9;6,56
1754;1;24;1;19,3;6,57
1755;0;30;2;31,5;6,57
1756;0;33;1;58,1;6,57
1757;0;34;1;14,9;6,57
1758;0;43;2;36,3;6,57
1759;0;24;2;26,4;6,58
1760;0;37;2;65,1;6,58
1761;0;28;2;30,8;6,59
1762;0;36;2;27,6;6,59
1763;0;44;1;40;6,59
1764;0;46;2;82;6,59
1765;1;49;1;30,9;6,59
1766;0;49;2;54,7;6,59
1767;0;29;2;18,3;6,6
1768;0;30;1;20,3;6,6
1769;0;42;1;36,4;6,6
1770;1;23;1;17,6;6,61
1771;0;31;3;115,2;6,61
1772;1;34;1;32,8;6,61
1773;0;39;1;34,4;6,61
1774;0;41;3;63,3;6,61
1775;0;49;2;46,4;6,61
1776;0;31;2;31,9;6,62
1777;0;32;1;37,6;6,62
1778;0;33;2;23,6;6,62
1779;0;44;1;113,1;6,62
1780;0;47;3;56,2;6,62
1781;0;24;2;30,6;6,63
1782;0;35;1;42,6;6,63
1783;0;42;2;92,4;6,63
1784;0;49;1;47,2;6,63
1785;0;26;1;16,4;6,64
1786;0;28;1;36,6;6,64
1787;1;31;2;47,2;6,64
1788;0;32;1;18,9;6,64
1789;0;40;3;17,4;6,64
1790;0;47;1;26,6;6,64
1791;0;39;2;38,3;6,65
1792;0;49;1;24,2;6,65
1793;0;50;2;234,1;6,65
1794;0;37;1;122,5;6,66
1795;0;38;1;62,6;6,66
1796;0;38;2;178,4;6,66
1797;0;45;3;194,6;6,66
1798;1;33;2;60,8;6,67
1799;0;38;1;52,4;6,67
1800;0;41;2;54,9;6,67
1801;0;43;1;52,3;6,67
1802;1;27;2;15,9;6,68
1803;1;24;1;16,7;6,69
1804;0;31;2;40,6;6,69
1805;0;32;2;88,1;6,69
1806;0;36;2;15,6;6,69
1807;0;43;1;36,8;6,69
1808;0;43;2;42,9;6,69
1809;0;50;1;28,5;6,69
1810;0;26;1;32,4;6,7
1811;1;30;2;28,4;6,7
1812;0;29;2;33,8;6,71
1813;0;22;1;17,5;6,72
1814;0;29;2;27,5;6,72
1815;0;38;1;57,7;6,72
1816;0;40;2;77,3;6,72
1817;0;29;1;40,3;6,74
1818;0;29;2;18,4;6,74
1819;1;40;2;36,4;6,74
1820;0;40;1;52;6,74
1821;0;44;1;41,4;6,74
1822;0;21;2;17,1;6,75
1823;0;23;1;25,8;6,75
1824;0;26;1;22,3;6,75
1825;0;27;2;20,3;6,75
1826;0;32;2;58,8;6,75
1827;0;35;2;106,3;6,75
1828;0;41;1;25,1;6,75
1829;0;43;1;39,3;6,75
1830;0;31;1;33,7;6,76
1831;0;32;2;20,2;6,76
1832;0;38;2;93,3;6,76
1833;0;35;1;52,3;6,77
1834;0;39;1;41,9;6,77
1835;0;40;1;24,2;6,77
1836;0;42;1;39,1;6,77
1837;0;44;1;25,1;6,77
1838;0;44;2;87,5;6,77
1839;0;52;3;118,6;6,77
1840;0;35;2;46,5;6,79
1841;0;36;2;48,3;6,79
1842;0;40;1;22,5;6,79
1843;0;46;1;24,7;6,79
1844;0;22;1;28,7;6,8
1845;0;35;1;27,5;6,8
1846;0;39;1;66,3;6,8
1847;0;42;2;28,2;6,8
1848;0;34;2;17,7;6,81
1849;0;51;1;128,7;6,81
1850;0;35;2;76;6,82
1851;0;35;2;48,3;6,82
1852;0;35;2;62,1;6,82
1853;0;40;1;33,6;6,82
1854;0;41;1;50,8;6,82
1855;0;43;1;68,7;6,82
1856;1;22;1;21,1;6,83
1857;0;34;2;33,6;6,83
1858;0;31;1;22,5;6,84
1859;0;25;1;25;6,85
1860;0;31;1;18,6;6,85
1861;0;31;1;32,7;6,85
1862;0;32;1;22,4;6,85
1863;0;47;1;43,5;6,85
1864;0;34;1;40,9;6,86
1865;0;42;1;35,2;6,86
1866;1;31;2;23,8;6,87
1867;0;45;1;36,5;6,87
1868;0;45;1;57,3;6,87
1869;1;22;1;13,5;6,88
1870;1;31;1;28,6;6,88
1871;0;33;2;26,9;6,88
1872;0;36;2;30,7;6,88
1873;0;37;1;51,8;6,88
1874;0;39;1;20,6;6,88
1875;0;41;2;49,2;6,88
1876;0;49;2;56,3;6,88
1877;0;49;2;167,8;6,88
1878;0;55;1;66,6;6,88
1879;0;32;2;35,6;6,89
1880;0;35;1;29,9;6,89
1881;0;42;2;128,3;6,89
1882;0;31;1;24,4;6,9
1883;0;35;2;35,2;6,9
1884;0;43;1;74,8;6,9
1885;0;44;1;20,3;6,9
1886;0;45;1;41,4;6,9
1887;1;26;2;13,1;6,91
1888;1;31;2;27;6,91
1889;0;32;2;20,9;6,91
1890;0;33;1;42,6;6,91
1891;0;35;1;31,7;6,91
1892;0;36;1;57,1;6,91
1893;0;41;1;87,2;6,91
1894;0;46;1;27,7;6,91
1895;1;31;3;90,4;6,92
1896;0;31;1;42,5;6,92
1897;0;45;1;59,6;6,92
1898;0;47;1;22,2;6,92
1899;0;51;1;66;6,92
1900;1;25;2;17,1;6,93
1901;0;36;1;38,3;6,93
1902;0;41;1;69,4;6,93
1903;0;43;2;33,2;6,93
1904;0;23;1;18,6;6,94
1905;0;29;2;31,7;6,94
1906;0;31;1;21,8;6,94
1907;1;32;3;51,7;6,94
1908;0;34;1;60,2;6,94
1909;0;40;3;177,8;6,94
1910;0;27;1;38;6,95
1911;0;32;1;21,7;6,95
1912;0;35;2;34,2;6,95
1913;0;37;3;55,3;6,95
1914;1;38;1;41;6,95
1915;0;42;1;41,4;6,95
1916;0;47;2;103,9;6,95
1917;0;30;1;25,1;6,96
1918;0;31;2;23,5;6,96
1919;0;35;3;50;6,96
1920;0;27;1;33,9;6,97
1921;0;28;1;20,2;6,97
1922;0;29;2;27,2;6,97
1923;0;34;1;25,1;6,97
1924;0;34;2;47,7;6,97
1925;0;35;1;24,6;6,97
1926;0;36;1;30,2;6,97
1927;0;41;1;21,6;6,97
1928;0;35;1;44,3;6,98
1929;0;23;1;20,6;6,99
1930;0;28;1;32,2;6,99
1931;0;30;1;37,7;6,99
1932;0;34;1;25,5;6,99
1933;0;38;2;63,2;6,99
1934;0;39;1;23,5;6,99
1935;0;39;1;34,8;6,99
1936;0;41;1;35,1;6,99
1937;0;46;2;22,1;6,99
1938;0;47;1;100,2;6,99
1939;1;22;2;39,8;7
1940;0;29;1;27,1;7
1941;0;39;1;51,6;7
1942;0;46;1;20,8;7
1943;0;50;1;27,2;7
1944;0;25;1;23;7,01
1945;0;28;1;30,2;7,01
1946;0;32;3;78,6;7,01
1947;0;40;1;26,5;7,01
1948;0;40;1;41,2;7,01
1949;0;46;1;38,3;7,01
1950;0;28;1;24,3;7,02
1951;0;51;1;92,8;7,02
1952;0;55;1;46,4;7,02
1953;0;26;3;41,1;7,03
1954;0;38;1;66,2;7,03
1955;0;25;1;22,2;7,04
1956;0;26;1;31,1;7,04
1957;0;26;2;22,7;7,04
1958;1;27;2;46,2;7,04
1959;0;29;1;25,9;7,04
1960;1;35;2;70,3;7,05
1961;0;46;3;86,6;7,05
1962;1;31;2;36,9;7,06
1963;0;34;1;32,6;7,06
1964;0;35;2;63,5;7,06
1965;1;39;1;33,8;7,06
1966;0;27;3;23,4;7,07
1967;0;31;1;41,8;7,07
1968;0;33;1;18,9;7,08
1969;0;41;2;48,3;7,08
1970;0;23;1;26,9;7,09
1971;0;27;3;27,1;7,09
1972;0;30;3;42,7;7,1
1973;1;31;2;50,9;7,1
1974;0;41;1;47,8;7,1
1975;0;44;2;31,3;7,1
1976;0;28;1;17,1;7,11
1977;0;35;1;37,4;7,11
1978;0;35;2;28,6;7,11
1979;0;36;2;65,9;7,11
1980;0;48;3;117,4;7,11
1981;0;53;2;393;7,11
1982;0;21;1;14,7;7,12
1983;0;22;1;15,7;7,12
1984;0;26;1;22,3;7,12
1985;1;27;2;32,4;7,12
1986;0;30;1;21,1;7,12
1987;0;42;2;70,8;7,12
1988;0;48;1;38,2;7,12
1989;0;37;2;57,5;7,13
1990;0;25;1;14;7,14
1991;0;25;2;22,1;7,14
1992;0;43;1;98,4;7,14
1993;0;48;3;82,6;7,14
1994;0;37;1;31,8;7,15
1995;1;31;1;19,6;7,16
1996;0;31;1;39,2;7,16
1997;1;33;1;29;7,16
1998;0;34;1;18,8;7,16
1999;0;44;2;38,2;7,16
2000;0;47;2;47,8;7,16
2001;0;24;2;29;7,17
2002;0;25;1;29;7,17
2003;0;28;1;16,3;7,17
2004;1;42;2;193,3;7,17
2005;1;44;2;57,7;7,17
2006;0;33;1;76,4;7,18
2007;1;35;1;24,2;7,18
2008;0;47;1;24,5;7,18
2009;0;51;1;303,9;7,18
2010;0;33;1;19,4;7,19
2011;0;40;1;75,1;7,19
2012;0;43;1;16,3;7,19
2013;0;44;3;54,5;7,19
2014;0;28;1;54,9;7,2
2015;1;32;2;39,6;7,2
2016;0;45;2;94,6;7,2
2017;0;51;1;173,1;7,2
2018;0;53;1;83,4;7,2
2019;1;33;2;18;7,21
2020;0;39;1;46,2;7,21
2021;0;49;2;223,3;7,21
2022;0;24;1;19,5;7,22
2023;0;31;1;48,3;7,22
2024;0;32;2;53,2;7,22
2025;0;42;2;33,9;7,22
2026;0;26;1;54,7;7,23
2027;0;30;2;24,9;7,23
2028;0;26;2;21,8;7,24
2029;0;28;1;24,8;7,24
2030;0;45;2;117,4;7,24
2031;1;27;2;29;7,25
2032;1;28;1;20,3;7,25
2033;0;38;2;19,5;7,25
2034;0;39;1;43;7,26
2035;0;39;1;95,5;7,26
2036;0;24;1;25;7,27
2037;0;26;1;22,2;7,27
2038;1;28;1;18,9;7,27
2039;1;31;1;15,6;7,27
2040;1;26;1;38,7;7,28
2041;1;31;1;38;7,28
2042;0;31;1;18,7;7,28
2043;0;36;1;29,2;7,28
2044;0;37;2;49,5;7,28
2045;0;43;1;28,8;7,28
2046;1;50;1;20,5;7,28
2047;0;26;2;37,8;7,29
2048;1;27;1;27,2;7,29
2049;0;29;1;21,9;7,29
2050;0;32;1;27,7;7,29
2051;0;34;1;34,9;7,29
2052;0;39;1;33,5;7,29
2053;0;50;3;139,9;7,29
2054;0;28;1;28,3;7,3
2055;1;32;1;43,8;7,3
2056;0;41;1;64,5;7,3
2057;0;47;1;28,1;7,3
2058;0;56;1;75,1;7,3
2059;1;23;2;56,7;7,31
2060;1;25;2;21,5;7,31
2061;0;33;1;37,8;7,31
2062;1;27;1;24,5;7,32
2063;0;39;1;73,6;7,32
2064;0;41;1;56,6;7,32
2065;0;44;1;91,7;7,32
2066;0;22;1;14,1;7,33
2067;0;30;1;23,5;7,33
2068;0;30;3;21,6;7,33
2069;0;39;2;38;7,33
2070;0;42;2;132;7,33
2071;0;45;2;40,8;7,33
2072;0;26;2;38,1;7,34
2073;0;39;2;76;7,34
2074;0;45;2;28,3;7,34
2075;1;42;1;22,6;7,35
2076;0;27;1;23,9;7,36
2077;1;31;2;34;7,36
2078;0;39;1;23,9;7,36
2079;0;40;1;58,6;7,36
2080;1;39;1;36,6;7,37
2081;0;42;1;79,1;7,37
2082;0;49;2;262,7;7,38
2083;0;32;2;30,7;7,39
2084;0;30;1;64,3;7,4
2085;1;40;3;60,5;7,4
2086;0;44;1;34;7,4
2087;0;34;2;31,4;7,42
2088;0;37;1;36,2;7,42
2089;0;42;1;38,6;7,42
2090;1;26;1;23;7,44
2091;1;31;1;25;7,44
2092;1;33;1;19;7,44
2093;1;22;2;22,4;7,45
2094;1;38;2;45,3;7,45
2095;0;41;1;29,9;7,45
2096;0;47;1;23,3;7,45
2097;0;29;2;35,4;7,46
2098;0;37;2;66,8;7,46
2099;0;38;1;27,8;7,46
2100;0;41;1;46,2;7,46
2101;0;45;1;68,1;7,46
2102;0;45;2;69,6;7,46
2103;0;55;2;170,1;7,46
2104;0;29;1;34,5;7,47
2105;0;36;1;31,2;7,47
2106;0;40;2;56,1;7,47
2107;0;34;2;27,2;7,48
2108;0;34;2;41,9;7,48
2109;0;39;2;56,9;7,48
2110;0;39;2;120,7;7,48
2111;0;20;1;18,3;7,49
2112;0;29;1;28,3;7,49
2113;0;37;1;33;7,49
2114;0;44;3;45,3;7,49
2115;0;26;1;24,8;7,5
2116;0;27;2;44,6;7,5
2117;1;37;2;94,6;7,5
2118;0;37;1;35,8;7,5
2119;0;39;1;34;7,5
2120;0;42;1;30,5;7,51
2121;0;21;2;17,2;7,52
2122;1;23;1;20,6;7,52
2123;0;46;2;48,9;7,52
2124;0;35;2;101,2;7,53
2125;0;36;1;50,2;7,53
2126;0;26;1;59,2;7,54
2127;1;27;3;32;7,54
2128;0;41;2;29,9;7,54
2129;0;49;1;161;7,55
2130;1;22;2;17,5;7,56
2131;0;23;1;18,8;7,56
2132;0;28;2;21,8;7,56
2133;1;29;1;20,4;7,56
2134;0;32;3;28,9;7,56
2135;0;40;2;32,1;7,56
2136;0;28;2;14,5;7,57
2137;0;29;2;23;7,57
2138;0;32;1;29,7;7,57
2139;0;32;2;16,6;7,57
2140;0;42;1;42,6;7,57
2141;0;52;1;61,3;7,57
2142;0;27;3;32,3;7,58
2143;0;37;1;99,9;7,58
2144;0;44;2;44,6;7,58
2145;0;46;3;391,3;7,58
2146;0;32;2;19,6;7,59
2147;0;37;1;58,3;7,59
2148;0;40;1;80;7,59
2149;0;42;2;55,4;7,59
2150;0;44;1;21;7,59
2151;1;50;2;39,9;7,59
2152;0;22;1;14,6;7,6
2153;0;27;2;41,6;7,6
2154;1;30;3;76,2;7,6
2155;0;51;2;79,9;7,6
2156;0;51;2;22;7,6
2157;0;58;1;84,9;7,6
2158;1;31;1;34,9;7,61
2159;0;39;2;31,1;7,61
2160;1;40;1;23,2;7,61
2161;0;40;1;23,6;7,61
2162;0;45;2;20,9;7,61
2163;0;26;1;21;7,62
2164;0;33;2;40,1;7,62
2165;0;41;1;68,2;7,62
2166;0;26;2;20,3;7,63
2167;0;30;1;22,4;7,63
2168;0;35;1;57,3;7,63
2169;0;42;1;44,3;7,63
2170;1;22;3;22,3;7,64
2171;1;25;3;75;7,64
2172;1;27;3;26,9;7,64
2173;0;39;1;84,7;7,64
2174;0;46;1;21,8;7,64
2175;1;31;1;29,2;7,65
2176;0;36;2;42,2;7,65
2177;0;42;2;147,9;7,65
2178;0;24;2;21,2;7,66
2179;0;32;1;34,7;7,66
2180;0;35;1;69,7;7,66
2181;1;37;2;26,4;7,66
2182;0;42;1;57;7,66
2183;0;52;1;234,1;7,66
2184;0;29;3;37,6;7,67
2185;0;33;2;23,6;7,67
2186;0;35;1;26,1;7,67
2187;0;39;2;96,9;7,67
2188;0;33;1;32,5;7,68
2189;0;38;2;37;7,68
2190;0;39;2;21,6;7,68
2191;0;29;2;56;7,69
2192;0;34;1;36,5;7,69
2193;0;36;1;31,3;7,69
2194;0;48;2;186,9;7,69
2195;0;34;1;24,1;7,7
2196;1;42;1;110,9;7,7
2197;0;34;2;83,3;7,71
2198;0;28;1;15,5;7,72
2199;0;29;1;25,1;7,72
2200;0;36;2;50,4;7,72
2201;0;38;2;63,2;7,72
2202;0;28;2;16;7,73
2203;0;27;1;20,9;7,74
2204;0;35;2;23,8;7,74
2205;0;44;2;113,4;7,74
2206;0;31;1;38,7;7,75
2207;0;33;1;20,9;7,75
2208;0;34;2;19,1;7,75
2209;0;52;1;200,4;7,75
2210;0;31;1;16,8;7,76
2211;0;36;1;64,5;7,76
2212;0;27;1;29,4;7,78
2213;1;29;1;15,8;7,78
2214;1;31;1;18,4;7,78
2215;0;36;1;30,3;7,78
2216;0;37;1;26,7;7,78
2217;0;37;2;53,1;7,78
2218;0;41;1;22,2;7,78
2219;0;29;1;19,6;7,79
2220;1;36;1;33;7,79
2221;0;30;1;20,4;7,8
2222;0;37;2;157;7,8
2223;1;55;2;55;7,8
2224;0;35;2;51,8;7,81
2225;1;25;1;17,5;7,82
2226;0;32;1;18;7,82
2227;0;35;1;21,3;7,82
2228;0;37;2;44,8;7,82
2229;1;39;2;73;7,82
2230;0;48;1;65,5;7,82
2231;0;31;2;27;7,83
2232;0;34;1;18,8;7,83
2233;0;34;1;42;7,83
2234;0;27;1;17,3;7,84
2235;0;31;2;42,3;7,84
2236;0;32;1;30,1;7,84
2237;0;35;1;24;7,85
2238;0;36;2;35,8;7,85
2239;0;38;2;133,9;7,85
2240;0;46;2;94,2;7,85
2241;0;48;2;40,2;7,85
2242;0;28;2;20,8;7,86
2243;1;30;1;20,3;7,86
2244;0;31;2;79;7,86
2245;1;35;2;47,4;7,87
2246;1;32;1;25,9;7,88
2247;1;42;2;79,2;7,89
2248;0;47;2;90,3;7,89
2249;0;31;2;21,8;7,9
2250;0;42;1;18,9;7,9
2251;1;34;2;28,8;7,91
2252;0;38;1;48,6;7,91
2253;0;48;1;60,7;7,92
2254;1;21;1;17,6;7,93
2255;0;22;1;22,7;7,93
2256;0;23;1;15,8;7,93
2257;1;34;2;40,1;7,93
2258;0;46;1;100,2;7,93
2259;0;46;2;61,9;7,93
2260;1;29;1;20;7,94
2261;0;36;1;27,3;7,94
2262;0;40;2;24;7,94
2263;0;27;1;16,4;7,95
2264;0;34;2;29,6;7,95
2265;0;23;1;33,1;7,96
2266;0;27;2;28,6;7,97
2267;0;33;3;50,6;7,97
2268;0;48;1;197,3;7,98
2269;0;29;1;25,8;7,99
2270;0;43;2;45,6;7,99
2271;1;20;2;23,4;8
2272;1;28;2;29,3;8
2273;0;30;2;34,5;8
2274;1;31;2;31,1;8
2275;0;32;2;46,5;8
2276;0;34;2;29,9;8
2277;0;38;1;52,1;8
2278;1;48;2;25,2;8
2279;0;25;2;16,6;8,01
2280;1;30;2;36,4;8,01
2281;0;46;2;65,2;8,01
2282;0;29;1;16,4;8,02
2283;0;34;1;20,7;8,02
2284;0;27;2;30,3;8,03
2285;0;28;1;26;8,03
2286;0;32;1;45,4;8,03
2287;0;35;1;34,7;8,03
2288;1;36;1;34,4;8,03
2289;0;36;1;34,7;8,03
2290;1;37;1;25,3;8,03
2291;0;29;1;26,2;8,04
2292;0;45;1;74,9;8,04
2293;0;30;1;25,3;8,05
2294;0;34;1;30,8;8,05
2295;0;35;2;97,3;8,05
2296;0;39;2;132,7;8,05
2297;1;40;1;42,7;8,05
2298;0;41;2;88,2;8,05
2299;0;41;2;114,3;8,05
2300;0;48;2;55,9;8,05
2301;0;21;2;16,2;8,06
2302;1;24;1;19,8;8,06
2303;0;25;2;21,9;8,06
2304;0;29;1;50,7;8,06
2305;0;36;2;38,1;8,07
2306;0;41;1;77,3;8,07
2307;0;49;2;31,8;8,07
2308;0;33;1;37,2;8,08
2309;0;36;2;54,5;8,08
2310;0;36;2;33;8,08
2311;1;39;2;28,6;8,08
2312;0;40;1;23,1;8,08
2313;1;33;1;34,2;8,09
2314;0;43;1;66,1;8,09
2315;0;45;1;20,7;8,09
2316;0;29;1;17,5;8,1
2317;1;22;3;20,4;8,11
2318;1;25;2;17,1;8,11
2319;0;28;1;25,9;8,11
2320;0;33;1;24,4;8,11
2321;0;37;2;115,4;8,11
2322;1;39;1;60,3;8,11
2323;1;25;1;16,6;8,12
2324;0;27;2;27,2;8,12
2325;0;30;1;34;8,12
2326;0;33;1;55,7;8,12
2327;1;35;3;24,2;8,12
2328;0;43;1;28,5;8,13
2329;0;32;1;25,1;8,14
2330;0;36;2;62,9;8,14
2331;0;39;2;41,1;8,14
2332;0;45;1;69,1;8,14
2333;0;55;1;143,9;8,14
2334;0;36;1;36,4;8,15
2335;0;44;2;47,7;8,15
2336;0;44;3;211,2;8,15
2337;1;24;2;14,7;8,16
2338;0;27;1;16,3;8,16
2339;0;39;1;26,9;8,16
2340;0;39;2;21,6;8,16
2341;1;24;3;44,6;8,17
2342;1;25;1;24;8,17
2343;0;40;1;52,4;8,17
2344;0;40;1;136;8,17
2345;0;47;1;32,3;8,17
2346;0;29;2;31,4;8,18
2347;0;29;2;40,1;8,18
2348;1;30;1;20,7;8,18
2349;0;31;1;26,2;8,18
2350;0;33;2;40,8;8,18
2351;1;36;3;112,5;8,18
2352;1;27;1;23,7;8,19
2353;0;23;1;21,8;8,2
2354;1;39;2;31,7;8,2
2355;0;44;2;29,5;8,2
2356;0;44;3;57,6;8,2
2357;0;46;2;54,1;8,2
2358;0;37;1;28,1;8,21
2359;0;49;3;24,9;8,21
2360;0;28;1;27,7;8,22
2361;0;28;2;25;8,22
2362;0;29;1;18;8,22
2363;0;41;1;24,1;8,22
2364;0;36;1;52,4;8,23
2365;0;43;2;66,6;8,23
2366;1;29;2;20,6;8,24
2367;0;31;1;25,6;8,24
2368;0;37;1;45,8;8,24
2369;0;43;2;74,7;8,24
2370;0;52;1;79,1;8,24
2371;1;23;1;23;8,25
2372;1;26;2;49,7;8,25
2373;0;35;1;28,7;8,25
2374;0;45;2;90,5;8,25
2375;0;49;2;105;8,25
2376;0;51;2;233;8,25
2377;1;23;2;22,2;8,26
2378;0;27;2;22,6;8,26
2379;0;29;1;17,8;8,26
2380;1;24;1;25,9;8,27
2381;1;27;1;21,9;8,27
2382;1;27;2;37,3;8,27
2383;0;30;2;41,3;8,27
2384;1;29;2;21,1;8,28
2385;0;42;2;106;8,28
2386;0;55;1;55,8;8,28
2387;0;21;1;34,5;8,29
2388;0;22;2;15,2;8,29
2389;0;24;2;27,6;8,29
2390;1;23;3;16,9;8,3
2391;0;28;1;14,9;8,3
2392;0;29;2;24,1;8,3
2393;0;39;1;26,5;8,3
2394;0;41;2;35,2;8,3
2395;0;25;1;24,5;8,31
2396;1;27;1;33,5;8,31
2397;1;30;2;15,8;8,31
2398;0;32;2;24,5;8,31
2399;1;34;2;38;8,31
2400;0;39;1;43,5;8,31
2401;0;39;2;71,8;8,31
2402;0;42;2;36;8,31
2403;1;50;2;38,4;8,31
2404;0;27;2;34,1;8,32
2405;1;28;1;23,4;8,32
2406;0;32;2;27;8,32
2407;0;39;1;60;8,32
2408;1;25;2;46;8,33
2409;0;32;2;41,2;8,33
2410;0;46;2;53,7;8,33
2411;0;25;3;33,9;8,34
2412;0;30;1;28,6;8,35
2413;0;43;3;48,9;8,35
2414;0;24;2;38;8,36
2415;0;27;2;28;8,36
2416;0;32;1;21,5;8,36
2417;0;34;2;28,3;8,36
2418;1;23;1;21,6;8,37
2419;0;28;1;21,7;8,37
2420;0;30;2;37,4;8,37
2421;1;44;2;63,1;8,37
2422;0;28;1;27,3;8,38
2423;0;46;2;45,5;8,38
2424;1;26;3;34,4;8,39
2425;0;30;1;28,2;8,39
2426;0;44;1;19,9;8,39
2427;0;29;2;34,1;8,4
2428;0;38;1;44,7;8,4
2429;0;40;2;75,3;8,4
2430;0;29;1;28;8,41
2431;0;29;2;63,9;8,41
2432;0;32;2;36,7;8,41
2433;0;36;2;25,8;8,41
2434;0;24;1;12,9;8,42
2435;0;28;2;30,3;8,42
2436;0;31;2;58,8;8,42
2437;0;47;2;24,3;8,42
2438;0;49;2;94,7;8,42
2439;0;50;1;53,5;8,42
2440;1;30;2;42,6;8,43
2441;1;35;2;83,3;8,43
2442;0;33;2;66,1;8,44
2443;0;38;2;47,4;8,44
2444;0;46;1;73,8;8,44
2445;0;42;2;80,3;8,45
2446;0;45;1;60,9;8,45
2447;1;26;1;18,9;8,46
2448;1;31;3;35,7;8,46
2449;0;25;1;45,1;8,47
2450;0;28;2;35,7;8,47
2451;0;38;2;64,7;8,47
2452;0;40;2;37,7;8,47
2453;0;48;1;24,3;8,47
2454;0;34;2;32,1;8,48
2455;0;37;1;41,3;8,48
2456;1;38;1;27,3;8,48
2457;0;38;2;87,7;8,48
2458;0;30;1;27,5;8,49
2459;1;29;2;60,1;8,5
2460;0;32;1;34,4;8,5
2461;0;35;2;33,4;8,5
2462;0;44;1;95;8,5
2463;0;37;2;24;8,51
2464;1;39;2;63,5;8,51
2465;0;21;1;17,4;8,52
2466;0;26;1;22,2;8,52
2467;0;32;1;16,7;8,52
2468;0;33;1;22,5;8,52
2469;0;39;1;61,1;8,52
2470;0;39;2;81,2;8,52
2471;0;52;1;69,1;8,52
2472;1;22;1;17,5;8,53
2473;0;37;1;59,8;8,53
2474;0;39;2;64,8;8,53
2475;1;23;2;56,3;8,54
2476;0;25;3;16,5;8,54
2477;0;33;1;88,7;8,54
2478;0;40;3;44;8,56
2479;0;58;3;168,2;8,56
2480;0;27;1;19,2;8,57
2481;1;28;1;33,1;8,57
2482;0;33;2;26,7;8,57
2483;1;41;1;32,7;8,57
2484;0;47;2;42,4;8,57
2485;0;33;2;26,2;8,59
2486;0;47;1;78,6;8,59
2487;0;26;1;23,5;8,6
2488;1;30;1;19,3;8,6
2489;0;31;3;98,4;8,6
2490;0;34;1;18,9;8,61
2491;0;36;2;43,5;8,61
2492;0;36;2;41;8,61
2493;1;38;1;62,3;8,61
2494;0;43;1;71,5;8,61
2495;0;36;2;38,7;8,62
2496;1;42;2;58,1;8,62
2497;0;28;1;30;8,63
2498;0;31;1;25,3;8,63
2499;0;36;2;38,8;8,63
2500;1;49;1;43,3;8,63
2501;0;32;2;23,7;8,64
2502;0;27;2;27,6;8,65
2503;0;35;1;20,3;8,65
2504;0;38;2;38,2;8,66
2505;0;30;2;26,4;8,67
2506;0;40;2;48,9;8,67
2507;0;44;1;42,4;8,67
2508;0;48;2;147,5;8,67
2509;0;30;1;27;8,69
2510;0;40;2;73,3;8,69
2511;0;28;1;36,5;8,7
2512;0;31;2;77,7;8,7
2513;0;32;3;23,9;8,7
2514;0;36;1;21,5;8,7
2515;1;42;2;54,6;8,7
2516;0;45;1;55,9;8,7
2517;0;28;1;18,8;8,71
2518;0;37;2;34,6;8,71
2519;0;26;1;30,8;8,72
2520;0;38;2;55,9;8,72
2521;0;40;1;66,9;8,72
2522;0;48;1;66,4;8,72
2523;1;23;2;17,8;8,73
2524;1;24;1;18,7;8,73
2525;0;26;1;27,8;8,73
2526;1;27;2;26,3;8,73
2527;0;28;2;22,5;8,73
2528;0;32;1;64,5;8,74
2529;0;33;1;23,1;8,74
2530;0;45;1;31,2;8,74
2531;0;45;1;63,4;8,74
2532;0;49;1;60,6;8,74
2533;0;26;2;24,7;8,75
2534;0;33;1;54,1;8,75
2535;0;44;1;27,2;8,75
2536;0;28;1;12,8;8,76
2537;0;37;1;27,7;8,76
2538;0;36;1;33,5;8,77
2539;0;36;2;41,5;8,77
2540;0;39;2;159,1;8,77
2541;0;49;1;177;8,77
2542;0;23;1;17,3;8,78
2543;1;28;1;24,8;8,78
2544;0;38;1;90,8;8,78
2545;0;39;2;29,6;8,78
2546;0;44;1;47,1;8,78
2547;0;45;2;59,3;8,78
2548;1;34;2;23,9;8,79
2549;0;38;1;52,6;8,79
2550;0;46;1;82,7;8,79
2551;0;50;2;121,6;8,79
2552;0;27;2;21,9;8,8
2553;0;31;2;37,5;8,8
2554;1;29;1;32,5;8,81
2555;0;37;1;60,3;8,81
2556;0;38;1;37,8;8,81
2557;0;46;1;27,2;8,81
2558;0;34;1;56;8,82
2559;0;37;2;62,7;8,82
2560;1;24;2;21,2;8,83
2561;0;34;2;54;8,83
2562;1;36;2;209,2;8,83
2563;1;33;2;40,1;8,84
